%time Wind Power_wind
10102 11.8764667736 7723.6637696
10103 11.8764667736 7723.66376111
10104 11.8764667736 7723.66375233
10105 11.8764667736 7723.6637522
10106 11.8764667736 7723.66376021
10107 11.8764667736 7723.66376761
10108 11.8764667736 7723.66376693
10109 11.8764667736 7723.66375946
10110 11.8764667736 7723.66375331
10111 11.8764667736 7723.66375461
10112 11.8764667736 7723.6637615
10113 11.8764667736 7723.66376654
10114 11.8764667736 7723.66376477
10115 11.8764667736 7723.66375849
10116 11.8764667736 7723.66375441
10117 11.8764667736 7723.66375652
10118 11.8764667736 7723.66376221
10119 11.8764667736 7723.66376543
10120 11.8764667736 7723.6637631
10121 11.8764667736 7723.663758
10122 11.8764667736 7723.66375552
10123 11.8764667736 7723.66375798
10124 11.8764667736 7723.66376251
10125 11.8764667736 7723.66376436
10126 11.8764667736 7723.66376184
10127 11.8764667736 7723.66375785
10128 11.8764667736 7723.66375654
10129 11.8764667736 7723.66375905
10130 11.8764667736 7723.66376254
10131 11.8764667736 7723.66376339
10132 11.8764667736 7723.66376094
10133 11.8764667736 7723.66375792
10134 11.8764667736 7723.66375745
10135 11.8764667736 7723.6637598
10136 11.8764667736 7723.66376239
10137 11.8764667736 7723.66376256
10138 11.8764667736 7723.66376032
10139 11.8764667736 7723.66375813
10140 11.8764667736 7723.66375821
10141 11.8764667736 7723.6637603
10142 11.8764667736 7723.66376214
10143 11.8764667736 7723.66376187
10144 11.8764667736 7723.66375992
10145 11.8764667736 7723.66375841
10146 11.8764667736 7723.66375882
10147 11.8764667736 7723.66376061
10148 11.8764667736 7723.66376184
10149 11.8764667736 7723.66376132
10150 11.8764667736 7723.66375969
10151 11.8764667736 7723.66375871
10152 11.8764667736 7723.66375931
10153 11.8764667736 7723.66376077
10154 11.8764667736 7723.66376154
10155 11.8764667736 7723.66376089
10156 11.8764667736 7723.66375959
10157 11.8764667736 7723.663759
10158 11.8764667736 7723.66375968
10159 11.8764667736 7723.66376083
10160 11.8764667736 7723.66376126
10161 11.8764667736 7723.66376058
10162 11.8764667736 7723.66375956
10163 11.8764667736 7723.66375927
10164 11.8764667736 7723.66375994
10165 11.8764667736 7723.66376083
10166 11.8764667736 7723.663761
10167 11.8764667736 7723.66376035
10168 11.8764667736 7723.66375959
10169 11.8764667736 7723.66375951
10170 11.8764667736 7723.66376013
10171 11.8764667736 7723.66376078
10172 11.8764667736 7723.66376079
10173 11.8764667736 7723.6637602
10174 11.8764667736 7723.66375966
10175 11.8764667736 7723.6637597
10176 11.8764667736 7723.66376025
10177 11.8764667736 7723.66376071
10178 11.8764667736 7723.66376061
10179 11.8764667736 7723.66376011
10180 11.8764667736 7723.66375973
10181 11.8764667736 7723.66375986
10182 11.8764667736 7723.66376032
10183 11.8764667736 7723.66376062
10184 11.8764667736 7723.66376047
10185 11.8764667736 7723.66376005
10186 11.8764667736 7723.66375982
10187 11.8764667736 7723.66375999
10188 11.8764667736 7723.66376036
10189 11.8764667736 7723.66376054
10190 11.8764667736 7723.66376036
10191 11.8764667736 7723.66376003
10192 11.8764667736 7723.66375989
10193 11.8764667736 7723.66376008
10194 11.8764667736 7723.66376037
10195 11.8764667736 7723.66376047
10196 11.8764667736 7723.66376029
10197 11.8764667736 7723.66376003
10198 11.8764667736 7723.66375997
10199 11.8764667736 7723.66376014
10200 11.8541674852 7723.66376037
10201 11.8541674852 7723.67277285
10202 11.8541674852 7723.69699407
10203 11.8541674852 7723.72004228
10204 11.8541674852 7723.72641836
10205 11.8541674852 7723.71741061
10206 11.8541674852 7723.70874275
10207 11.8541674852 7723.71370715
10208 11.8541674852 7723.7300027
10209 11.8541674852 7723.7433669
10210 11.8541674852 7723.74305909
10211 11.8541674852 7723.73258904
10212 11.8541674852 7723.72515789
10213 11.8541674852 7723.7295894
10214 11.8541674852 7723.74175016
10215 11.8541674852 7723.7497593
10216 11.8541674852 7723.74666664
10217 11.8541674852 7723.7371687
10218 11.8541674852 7723.73199191
10219 11.8541674852 7723.7365709
10220 11.8541674852 7723.7459444
10221 11.8541674852 7723.75058517
10222 11.8541674852 7723.74642653
10223 11.8541674852 7723.73859165
10224 11.8541674852 7723.7355117
10225 11.8541674852 7723.74012501
10226 11.8541674852 7723.74731111
10227 11.8541674852 7723.74969777
10228 11.8541674852 7723.74531837
10229 11.8541674852 7723.73920671
10230 11.8541674852 7723.7377646
10231 11.8541674852 7723.74216221
10232 11.8541674852 7723.7475439
10233 11.8541674852 7723.74841095
10234 11.8541674852 7723.74425365
10235 11.8541674852 7723.73969606
10236 11.8541674852 7723.73941766
10237 11.8541674852 7723.74339915
10238 11.8541674852 7723.74729467
10239 11.8541674852 7723.74716868
10240 11.8541674852 7723.74346117
10241 11.8541674852 7723.74021351
10242 11.8541674852 7723.74069591
10243 11.8541674852 7723.74414536
10244 11.8541674852 7723.74684269
10245 11.8541674852 7723.74611009
10246 11.8541674852 7723.74295193
10247 11.8541674852 7723.74075925
10248 11.8541674852 7723.74168833
10249 11.8541674852 7723.74456409
10250 11.8541674852 7723.7463228
10251 11.8541674852 7723.74526405
10252 11.8541674852 7723.74267504
10253 11.8541674852 7723.74129991
10254 11.8541674852 7723.74244465
10255 11.8541674852 7723.74475895
10256 11.8541674852 7723.74580617
10257 11.8541674852 7723.74461853
10258 11.8541674852 7723.74256963
10259 11.8541674852 7723.74180448
10260 11.8541674852 7723.74300399
10261 11.8541674852 7723.74480339
10262 11.8541674852 7723.74533108
10263 11.8541674852 7723.74414677
10264 11.8541674852 7723.74258123
10265 11.8541674852 7723.74225256
10266 11.8541674852 7723.74340185
10267 11.8541674852 7723.74475163
10268 11.8541674852 7723.74491658
10269 11.8541674852 7723.74381806
10270 11.8541674852 7723.74266605
10271 11.8541674852 7723.74263417
10272 11.8541674852 7723.7436709
10273 11.8541674852 7723.74464365
10274 11.8541674852 7723.74456966
10275 11.8541674852 7723.74360248
10276 11.8541674852 7723.74279099
